longitude,latitude
-7508176.384003765,-46691.51459630601
-7621316.196225966,-119237.60548482505
-7603118.883770646,-53154.23048778685
-7618771.100422763,-586471.0041750611
-7614591.102492479,-515438.6742033231
-7630456.341554132,-505646.517897657
-7617591.825808281,-520452.7642873937
-7624024.276653768,-509889.8107631407
-7531448.87480028,-214369.74937213885
-7576874.615542403,-490288.33497769234
-7611105.053187013,-646892.8985636437
-7630520.987361901,-85982.46655680078
-7593470.255745556,-543822.3524539354
-7510116.723099611,-53899.23905122476
-7626275.591030862,-38271.816397216986
-7532587.412907241,-383568.91290161374
-7501808.289507205,-59532.710288250666
-7588645.941733012,4252.017476652449
-7587102.161248999,-546155.7080879649
-7541946.582091577,-291174.8169438751
-7704429.478034087,-492918.19077565987
-7639841.5620341385,-225055.6885545887
-7585429.76455341,19135.972020524536
-7586930.637588595,-545731.6241089454
-7482511.033457026,57407.405486907905
-7468038.091419391,-10630.678494184769
-7411753.7846978335,-218968.07467169428
-7649780.613762784,-681798.61149619
-7533938.220830754,-297548.4450842529
-7784802.549483085,-201923.5121262818
-7593470.255745556,-552262.3782443953
-7493767.122911095,-91424.3528997911
-7564871.722279191,-182271.08259187362
-7595587.598922523,-645198.6845710501
-7504326.581421753,-396958.2505436335
-7484118.494886007,-91424.3528997911
-7521105.545557386,-57407.40548690933
-7569348.685682833,-380425.8656851803
-7594136.011079288,-319867.1212408037
-7496983.975494661,-180625.8807359496
-7585365.408204481,-14798.491642131976
-7496983.975494661,-25514.6072987882
-7615951.5590440165,-537376.7171079551
-7678699.481679583,-308212.30409856304
-7588699.588104832,-549300.9445246997
-7485695.080705305,-84961.94815837243
-7633672.229274896,-112684.96853957504
-7502744.206425638,-265894.9284653027
-7477686.719444481,-82920.90654478248
-7679584.2608694825,-455111.6822059135
-7400497.695243766,-231720.35458993973
-7554499.447152221,-179682.117504457
-7614374.973224715,-520494.7594649498
-7545632.357997162,-489664.5943315967
-7726939.727216622,-85051.2435828671
-7485727.239582514,-89299.13998458903
-7545227.115620109,-129607.85048910412
-7537102.9708229825,-169619.38259674248
-7482192.628732198,17324.436809881026
-7714078.106059177,-509889.8107631407
-7590035.344168625,-545481.4069748713
-7685132.221983909,-308128.17859062314
-7539843.18118211,-183227.59117015183
-7516281.231544841,-55280.820264455244
-7432659.467039796,-51028.912034727284
-7521105.545557386,-53155.12347782221
-7569908.3061082885,-203912.90892036696
-7586233.78472674,13820.389063014076
-7638432.862342475,-556460.4953667261
-7589422.656289032,-541136.5090180102
-7508240.064948731,-46775.711291917505
-7612900.6628624825,-635842.0447068012
-7588887.15743364,-569830.9302412941
-7552355.522005046,-397023.2194570604
-7432659.467039796,-59532.710288250666
-7676448.456761329,-309912.65051421936
-7479294.180873462,-108433.42428781162
-7471254.297544879,-97803.3517189719
-7612767.511795737,-640608.2591606036
-7592156.11260854,-548875.7670865726
-7508176.384003765,-91340.1609334622
-7484118.494886007,-93550.83392335703
-7559777.2466819445,-584913.834402611
-7614374.973224715,-531098.636485168
-7712688.703623564,-631282.7535647558
-7633994.493450935,-507344.3642162243
-7618850.9717655545,-601094.1770523004
-7628784.234317386,-499198.53238826897
-7509102.652294172,-373847.79547424876
-7480899.712576836,-189208.88821664243
-7485726.921177789,-301839.0476293421
-7485695.080705305,-301754.9191375053
-7476078.293152699,-191338.659496624
-7588645.941733012,146699.69537604862
-7699605.164021543,31893.223666864098
-7561334.921190315,171003.95228659915
-7612767.511795737,102055.40358335816
-7495375.867607603,-488675.93280873244
-7525929.85956993,-191338.659496624
-7529145.747290692,-195589.22740172708
-7585429.089149446,-545943.2401146272
-7559700.057657742,-558665.0710608022
-7588259.996612008,-478831.3219919123
-7628847.915262351,-112684.96853957504
-7508176.384003765,-42481.67235427891
-7486986.067135063,-85365.05311944557
-7437403.697439732,260868.91297268515
-7572564.573403595,-193463.3137647183
-7588645.941733012,-548064.0827897303
-7527473.640053944,-195547.14288440885
-7497601.487688267,-542198.8952594203
-7527537.32099891,-195589.22740172708
-7530754.173582474,-191338.659496624
-7569080.453823736,-462789.5779596502
-7554074.907519117,338487.1695623329
-7630424.501081649,148740.46227128824
-7514887.5837128945,330588.4965202759
-7584866.863594426,300706.8788137985
-7591299.314439911,194987.4182042221
-7630424.501081649,135985.49011255306
-7514673.094711899,327685.50081355154
-7518961.427437649,332641.7700753124
-7600050.234113547,54.72894082030629
-7619135.606292294,148740.46227128824
-7476451.69505727,181212.54288933912
-7557876.466961002,298517.2173696518
-7623959.92030484,150908.76472492202
-7580685.823612313,178656.2180563173
-7549006.155164183,-390335.2234724548
-7550832.968502685,-455111.6822059135
-7393127.204781678,150455.20793372946
-7707645.365754851,-454716.95118229726
-7719568.175405454,92169.32372255593
-7613008.727496363,-638596.3136337909
-7598101.597197601,-544883.4380356208
-7543618.689328325,-565025.3676779623
-7410146.323268853,-227469.52457675344
-7402695.459735319,35826.649754943144
-7461605.351115065,-91424.3528997911
-7542010.2630365435,-579864.8466722048
-7416578.098710379,-38271.816397216986
-7495054.249889644,-495889.114467974
-7583821.627720467,131818.77242536301
-7583821.627720467,144573.88043820087
-7582213.201428685,106307.00088194264
-7593470.255745556,142447.21176636708
-7590253.40316199,138195.95672603676
-7585429.735607525,142448.0663494217
-7658116.063513659,-210467.61143366876
-7634959.356253442,-35720.38244416083
-7421403.059180999,-42524.191831770826
-7587037.5154412305,138195.95672603676
-7583551.4661357645,125334.77790966367
-7627240.453833371,8504.033552966106
-7560828.947136678,173129.26022069776
-7638432.862342475,16967.232558182124
-7693172.742121941,46776.56601591945
-7532362.281469532,165831.42690278706
-7611159.403908678,91425.20757575054
-7536114.565368094,208838.13268710035
-7554875.743645199,-40397.157428126164
-7609550.659212171,91424.35289978878
-7614374.973224715,102055.40358335816
-7643320.857299985,-301839.0476293421
-7598294.569758101,163705.68873314594
-7582213.490887525,108433.42428781043
-7611159.0855039535,85046.14098752067
-7678699.481679583,-371931.52475855564
-7474469.866860916,-99928.95443413898
-7498591.436923641,-110558.5631696796
-7518478.976739139,-386300.9635422961
-7493767.122911095,-89299.13998458903
-7395485.81190241,154706.83406845143
-7604726.345199628,155201.9652590998
-7627240.453833371,112684.96853957405
-7487335.34746957,-91424.3528997911
-7393529.456084045,160163.44214214527
-7485726.921177789,-93550.83392335703
-7493767.122911095,-85046.14098752025
-7488942.80889855,-89299.13998458903
-7577388.887416141,-441990.6443888365
-7487335.34746957,-184962.0522537553
-7582181.360956202,-435539.12447336933
-7517889.339431897,-323083.18472214084
-7392934.232221176,140719.03689205888
-7479294.827331539,25514.607298788593
-7484119.1413440835,-106307.42183046007
-7545227.115620109,-346446.88018781104
-7457852.9996761065,8787.24606090411
-7413153.511165434,152081.42833536255
-7525929.85956993,-259345.6068754829
-7667224.368369342,-284023.34948148555
-7586716.216127994,-526433.7257311165
-7667443.073820788,42524.191831773496
-7469645.55284837,-178585.30792285007
-7715718.372823444,-4209.918298268243
-7587037.5154412305,-526857.470177408
-7582856.7649179585,131286.454745253
-7587037.5154412305,116936.47567995291
-7567418.960077815,-457625.75728175236
-7567901.391479069,-456634.5677988349
-7622097.735095999,-675301.934737113
-7606629.913374069,-511798.8560027622
-7621022.443745742,-585658.5052218505
-7602288.0307627795,-517808.5868660132
-7606334.771491409,-626485.5142654632
-7638066.214477522,-520312.7802408459
-7697996.737729762,-467457.18964315363
-7424619.265306489,-174333.22095646936
-7553267.317353417,-174333.22095646936
-7479294.180873462,-299715.4286493651
-7585429.089149446,-524736.1855921365
-7507784.649705946,-380248.7726102221
-7516281.231544841,-323040.70498455997
-7519497.437670328,-191338.659496624
-7421531.704338459,4720.211360026317
-7503665.071484353,-393809.8968432352
-7572564.573403595,-386795.97448363487
-7416578.098710379,-180710.05407114667
-7578997.313707923,-446236.28973013593
-7394252.910213366,140747.35305279001
-7517888.6929738205,-170082.3519371857
-7472862.405431936,-17009.33163276955
-7493767.7983150575,-139259.34878607802
-7501593.868046604,-515970.3444767767
-7486503.635733808,-145707.36844052823
-7482511.033457026,-187086.7532493714
-7554875.743645199,-618011.5259068434
-7407734.166262582,90361.74737161883
-7429443.579319034,-68037.7057959348
-7541260.458504085,-382301.9559332387
-7431051.040748012,-55280.820264455244
-7477686.719444481,-340075.06526050856
-7587037.5154412305,-543822.3524539354
-7549032.9590528365,-578204.3952966218
-7403713.582964526,148824.64366435018
-7500199.863215423,-127566.98529541293
-7501808.289507205,-291174.8169438751
-7542922.058384914,-576860.7610061849
-7431051.040748012,-53154.23048778685
-7490551.235190333,-91424.3528997911
-7477686.719444481,-303963.9164300344
-7437483.781052342,-42523.77084685381
-7480902.6071652435,-91424.3528997911
-7696549.443525998,41461.10242090153
-7487817.778870825,-92488.23218075064
-7474469.866860916,-17009.33163276955
-7437483.781052342,-68037.7057959348
-7464821.238835826,-189212.71416714948
-7403392.283651292,149250.65223729622
